,Unnamed: 0,Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission
27720,27720,World,all_energy_types,2000,402.3787223886808,399.8552158428318,66398.356393,6141880.59902,65.51392784367779,6.060070523539365,23494.916283117
27721,27721,World,coal,2000,98.65762994538656,96.35223567253496,66398.356393,6141880.59902,65.51392784367779,6.060070523539365,8901.519950071843
27722,27722,World,natural_gas,2000,89.60485067943,89.284232201125,66398.356393,6141880.59902,65.51392784367779,6.060070523539365,4571.850603326
27723,27723,World,petroleum_n_other_liquids,2000,156.6662310775443,156.3524197410136,66398.356393,6141880.59902,65.51392784367779,6.060070523539365,10021.545729717078
27724,27724,World,nuclear,2000,25.65052127917325,25.65052127917325,66398.356393,6141880.59902,65.51392784367779,6.060070523539365,0.0
27725,27725,World,renewables_n_other,2000,31.759231023146743,32.215806948985,66398.356393,6141880.59902,65.51392784367779,6.060070523539365,0.0
29106,29106,World,all_energy_types,2001,405.2203621937143,405.5472603474746,67935.205642,6220160.56762,65.14628646455705,5.964806588341177,24258.080886456
29107,29107,World,coal,2001,99.65626417533356,100.62253043886616,67935.205642,6220160.56762,65.14628646455705,5.964806588341177,9372.45887465767
29108,29108,World,natural_gas,2001,89.9313550030595,91.07169452946,67935.205642,6220160.56762,65.14628646455705,5.964806588341177,4736.163826731
29109,29109,World,petroleum_n_other_liquids,2001,157.84758543802394,155.599378877645,67935.205642,6220160.56762,65.14628646455705,5.964806588341177,10149.458185069314
29110,29110,World,nuclear,2001,26.38297596440445,26.38297596440445,67935.205642,6220160.56762,65.14628646455705,5.964806588341177,0.0
29111,29111,World,renewables_n_other,2001,31.44678607489284,31.870680537099,67935.205642,6220160.56762,65.14628646455705,5.964806588341177,0.0
30492,30492,World,all_energy_types,2002,413.9709106223128,407.35835876944304,69813.837803,6298597.4702,65.72430014473808,5.929639791332656,24463.109021826
30493,30493,World,coal,2002,102.20566985113796,101.53874260410691,69813.837803,6298597.4702,65.72430014473808,5.929639791332656,9467.45142965988
30494,30494,World,natural_gas,2002,94.060202677925,93.015439943915,69813.837803,6298597.4702,65.72430014473808,5.929639791332656,4754.981620364
30495,30495,World,petroleum_n_other_liquids,2002,159.3442758238204,153.93557188127215,69813.837803,6298597.4702,65.72430014473808,5.929639791332656,10240.675971804989
30496,30496,World,nuclear,2002,26.671801824546,26.671801824546,69813.837803,6298597.4702,65.72430014473808,5.929639791332656,0.0
30497,30497,World,renewables_n_other,2002,31.73461379288345,32.196802515603,69813.837803,6298597.4702,65.72430014473808,5.929639791332656,0.0
31878,31878,World,all_energy_types,2003,428.50163239364326,423.1305352254321,72365.060333,6377289.06582,67.19181582817995,5.9213884493679805,25016.047459541
31879,31879,World,coal,2003,110.73420015103116,109.18101217643526,72365.060333,6377289.06582,67.19181582817995,5.9213884493679805,9714.21755993948
31880,31880,World,natural_gas,2003,96.78718448268,96.017745427345,72365.060333,6377289.06582,67.19181582817995,5.9213884493679805,4974.681563292
31881,31881,World,petroleum_n_other_liquids,2003,162.76075297218082,159.02637524606843,72365.060333,6377289.06582,67.19181582817995,5.9213884493679805,10327.148336304794
31882,31882,World,nuclear,2003,26.295364207393,26.295364207393,72365.060333,6377289.06582,67.19181582817995,5.9213884493679805,0.0
31883,31883,World,renewables_n_other,2003,32.093241918358245,32.61003816819038,72365.060333,6377289.06582,67.19181582817995,5.9213884493679805,0.0
33264,33264,World,all_energy_types,2004,450.6891419001005,445.4459056604958,76045.707548,6456652.84538,69.8022880729273,5.926555967877948,26169.805807764
33265,33265,World,coal,2004,120.26882746150632,117.93743842534616,76045.707548,6456652.84538,69.8022880729273,5.926555967877948,10524.394847466909
33266,33266,World,natural_gas,2004,99.794809654715,98.69077144902,76045.707548,6456652.84538,69.8022880729273,5.926555967877948,5119.268510389
33267,33267,World,petroleum_n_other_liquids,2004,169.55927017750517,166.96336658077956,76045.707548,6456652.84538,69.8022880729273,5.926555967877948,10526.1424499044
33268,33268,World,nuclear,2004,27.24894844964241,27.24894844964241,76045.707548,6456652.84538,69.8022880729273,5.926555967877948,0.0
33269,33269,World,renewables_n_other,2004,33.945780886731605,34.60538075570766,76045.707548,6456652.84538,69.8022880729273,5.926555967877948,0.0
34650,34650,World,all_energy_types,2005,465.29310643094686,461.3211349473828,79576.34507,6536810.245,71.18045177873246,5.8471283899963975,27602.319534239
34651,34651,World,coal,2005,128.30798263540512,125.8422496276309,79576.34507,6536810.245,71.18045177873246,5.8471283899963975,11430.848129136655
34652,34652,World,natural_gas,2005,102.60690568774,102.05366759534,79576.34507,6536810.245,71.18045177873246,5.8471283899963975,5279.489805772
34653,34653,World,petroleum_n_other_liquids,2005,171.64048708217436,169.7702379970861,79576.34507,6536810.245,71.18045177873246,5.8471283899963975,10891.981599328534
34654,34654,World,nuclear,2005,27.30488986758656,27.30488986758656,79576.34507,6536810.245,71.18045177873246,5.8471283899963975,0.0
34655,34655,World,renewables_n_other,2005,35.66009872404079,36.350089859739214,79576.34507,6536810.245,71.18045177873246,5.8471283899963975,0.0
36036,36036,World,all_energy_types,2006,480.0246275119569,473.69706390397073,83710.080805,6618223.73697,72.5307343162933,5.73437061457579,28689.676654606
36037,36037,World,coal,2006,135.43779024771712,132.82156350133792,83710.080805,6618223.73697,72.5307343162933,5.73437061457579,12196.524590185958
36038,36038,World,natural_gas,2006,106.312122890923,105.9648831963465,83710.080805,6618223.73697,72.5307343162933,5.73437061457579,5429.202966814
36039,36039,World,petroleum_n_other_liquids,2006,173.98767208827496,169.4516308666953,83710.080805,6618223.73697,72.5307343162933,5.73437061457579,11063.949097606172
36040,36040,World,nuclear,2006,27.6704188738486,27.6704188738486,83710.080805,6618223.73697,72.5307343162933,5.73437061457579,0.0
36041,36041,World,renewables_n_other,2006,36.99140043319318,37.788567465742375,83710.080805,6618223.73697,72.5307343162933,5.73437061457579,0.0
37422,37422,World,all_energy_types,2007,493.0555679017155,482.36143932595513,88074.601701,6700371.898,73.58629870214936,5.598158360971814,29632.540125273
37423,37423,World,coal,2007,142.11523807257117,138.74599579132425,88074.601701,6700371.898,73.58629870214936,5.598158360971814,12869.563102364413
37424,37424,World,natural_gas,2007,109.720940385248,108.24629312239315,88074.601701,6700371.898,73.58629870214936,5.598158360971814,5630.349601392
37425,37425,World,petroleum_n_other_liquids,2007,176.51233897647805,169.04951340235297,88074.601701,6700371.898,73.58629870214936,5.598158360971814,11132.627421518871
37426,37426,World,nuclear,2007,27.16302390461301,27.16302390461301,88074.601701,6700371.898,73.58629870214936,5.598158360971814,0.0
37427,37427,World,renewables_n_other,2007,38.04163460780531,39.15661310527173,88074.601701,6700371.898,73.58629870214936,5.598158360971814,0.0
38808,38808,World,all_energy_types,2008,499.78599880251386,495.32098661508064,90624.603666,6783134.44,73.68068600487798,5.514904105340883,30083.781880617
38809,38809,World,coal,2008,144.71222820642691,143.32576248746622,90624.603666,6783134.44,73.68068600487798,5.514904105340883,13500.576650228411
38810,38810,World,natural_gas,2008,112.872765057765,111.655585316465,90624.603666,6783134.44,73.68068600487798,5.514904105340883,5811.117852225
38811,38811,World,petroleum_n_other_liquids,2008,175.58349664756403,171.54927933264085,90624.603666,6783134.44,73.68068600487798,5.514904105340883,10772.087378167133
38812,38812,World,nuclear,2008,27.03040339943654,27.03040339943654,90624.603666,6783134.44,73.68068600487798,5.514904105340883,0.0
38813,38813,World,renewables_n_other,2008,40.294780860321374,41.759956079072,90624.603666,6783134.44,73.68068600487798,5.514904105340883,0.0
40194,40194,World,all_energy_types,2009,495.0670824913278,493.0426729813034,90003.176025,6865794.1842,72.10630980325736,5.500551251144893,30795.450937338
40195,40195,World,coal,2009,145.839438748034,145.0651248632707,90003.176025,6865794.1842,72.10630980325736,5.500551251144893,13748.98292915818
40196,40196,World,natural_gas,2009,109.14931366682482,109.557474242312,90003.176025,6865794.1842,72.10630980325736,5.500551251144893,5978.147381183
40197,40197,World,petroleum_n_other_liquids,2009,172.67894835493252,168.7490295671348,90003.176025,6865794.1842,72.10630980325736,5.500551251144893,11068.32062699947
40198,40198,World,nuclear,2009,26.64169141457496,26.64169141457496,90003.176025,6865794.1842,72.10630980325736,5.500551251144893,0.0
40199,40199,World,renewables_n_other,2009,41.6429114389615,43.02935289401098,90003.176025,6865794.1842,72.10630980325736,5.500551251144893,0.0
41580,41580,World,all_energy_types,2010,526.7304676782012,518.7316575467809,94617.526435,6948810.014,75.80153531568423,5.566943964023966,30621.827233626
41581,41581,World,coal,2010,157.78400778429594,156.2100118801702,94617.526435,6948810.014,75.80153531568423,5.566943964023966,13867.179119508768
41582,41582,World,natural_gas,2010,119.42387934839796,116.9456786391905,94617.526435,6948810.014,75.80153531568423,5.566943964023966,5782.11737159
41583,41583,World,petroleum_n_other_liquids,2010,177.93274273599403,171.40887623730035,94617.526435,6948810.014,75.80153531568423,5.566943964023966,10972.530742525249
41584,41584,World,nuclear,2010,27.37991816251363,27.37991816251363,94617.526435,6948810.014,75.80153531568423,5.566943964023966,0.0
41585,41585,World,renewables_n_other,2010,45.25116456899967,46.78717262760616,94617.526435,6948810.014,75.80153531568423,5.566943964023966,0.0
42966,42966,World,all_energy_types,2011,540.4951270120151,534.1878726115887,98369.0322,7041712.689,76.75620277100106,5.494565870213117,32519.305374489
42967,42967,World,coal,2011,166.2996775467487,164.6660958626647,98369.0322,7041712.689,76.75620277100106,5.494565870213117,15001.88223245512
42968,42968,World,natural_gas,2011,122.99248610538244,121.00264316649792,98369.0322,7041712.689,76.75620277100106,5.494565870213117,6324.816534711
42969,42969,World,petroleum_n_other_liquids,2011,178.82455167979182,173.4474119288603,98369.0322,7041712.689,76.75620277100106,5.494565870213117,11192.606607317048
42970,42970,World,nuclear,2011,26.24755313733225,26.24755313733225,98369.0322,7041712.689,76.75620277100106,5.494565870213117,0.0
42971,42971,World,renewables_n_other,2011,47.19889380975991,48.82416851623341,98369.0322,7041712.689,76.75620277100106,5.494565870213117,0.0
44352,44352,World,all_energy_types,2012,551.6003834140112,546.3336053856784,101534.112578,7126262.29402,77.40388448470195,5.432660702975698,33633.324487296
44353,44353,World,coal,2012,171.40109186597854,169.22524588632982,101534.112578,7126262.29402,77.40388448470195,5.432660702975698,15810.993222426312
44354,44354,World,natural_gas,2012,125.80264763157165,123.53319087066691,101534.112578,7126262.29402,77.40388448470195,5.432660702975698,6513.89466993
44355,44355,World,petroleum_n_other_liquids,2012,181.73874865005945,178.21978509999002,101534.112578,7126262.29402,77.40388448470195,5.432660702975698,11308.436594940287
44356,44356,World,nuclear,2012,24.474108820505307,24.474108820505307,101534.112578,7126262.29402,77.40388448470195,5.432660702975698,0.0
44357,44357,World,renewables_n_other,2012,49.22515374689624,50.88127470818636,101534.112578,7126262.29402,77.40388448470195,5.432660702975698,0.0
45738,45738,World,all_energy_types,2013,561.0921505733213,554.1775530046207,104859.448866,7211822.209,77.80171700199513,5.35089738350944,34423.41474807
45739,45739,World,coal,2013,173.32209852457285,171.89785074745168,104859.448866,7211822.209,77.80171700199513,5.35089738350944,16293.987126218846
45740,45740,World,natural_gas,2013,127.6546761511796,125.0319148566211,104859.448866,7211822.209,77.80171700199513,5.35089738350944,6662.056920043
45741,45741,World,petroleum_n_other_liquids,2013,183.7594021705714,177.97108862063723,104859.448866,7211822.209,77.80171700199513,5.35089738350944,11467.370701808615
45742,45742,World,nuclear,2013,24.651921363938744,24.651921363938744,104859.448866,7211822.209,77.80171700199513,5.35089738350944,0.0
45743,45743,World,renewables_n_other,2013,52.826496386058736,54.62477741597194,104859.448866,7211822.209,77.80171700199513,5.35089738350944,0.0
47124,47124,World,all_energy_types,2014,566.1299422438332,563.3312418721082,108404.179858,7297269.981,77.58106027567479,5.222399569697533,34839.904249264
47125,47125,World,coal,2014,172.36054129319592,171.42657584106516,108404.179858,7297269.981,77.58106027567479,5.222399569697533,16472.731944844498
47126,47126,World,natural_gas,2014,128.14512471331605,126.99005268263716,108404.179858,7297269.981,77.58106027567479,5.222399569697533,6759.120315845
47127,47127,World,petroleum_n_other_liquids,2014,186.52025825071735,182.65862375335175,108404.179858,7297269.981,77.58106027567479,5.222399569697533,11608.05198857437
47128,47128,World,nuclear,2014,25.138315345434304,25.138315345434304,108404.179858,7297269.981,77.58106027567479,5.222399569697533,0.0
47129,47129,World,renewables_n_other,2014,55.12570389316955,57.11767424961982,108404.179858,7297269.981,77.58106027567479,5.222399569697533,0.0
48510,48510,World,all_energy_types,2015,567.3288217730257,568.5582919870983,111935.895738,7379227.32003,76.88187355782925,5.068336819324964,34894.260052604
48511,48511,World,coal,2015,167.55604551302267,167.60275094035566,111935.895738,7379227.32003,76.88187355782925,5.068336819324964,16382.2882491017
48512,48512,World,natural_gas,2015,130.05169300073453,129.64451519214128,111935.895738,7379227.32003,76.88187355782925,5.068336819324964,6783.647503147
48513,48513,World,petroleum_n_other_liquids,2015,189.3365688883315,187.8356100677425,111935.895738,7379227.32003,76.88187355782925,5.068336819324964,11728.324300353772
48514,48514,World,nuclear,2015,25.43752788818358,25.43752788818358,111935.895738,7379227.32003,76.88187355782925,5.068336819324964,0.0
48515,48515,World,renewables_n_other,2015,56.10941875575339,58.03788789867526,111935.895738,7379227.32003,76.88187355782925,5.068336819324964,0.0
49896,49896,World,all_energy_types,2016,572.1592307317517,564.5802759287474,115567.880105,7464042.84623,76.65540545774634,4.950849926570536,34751.60559312
49897,49897,World,coal,2016,163.26576382050655,157.77758424857956,115567.880105,7464042.84623,76.65540545774634,4.950849926570536,15926.204269356636
49898,49898,World,natural_gas,2016,132.69922920813946,130.87610482247993,115567.880105,7464042.84623,76.65540545774634,4.950849926570536,6883.268116663
49899,49899,World,petroleum_n_other_liquids,2016,192.5112857579168,188.7985399749401,115567.880105,7464042.84623,76.65540545774634,4.950849926570536,11942.133207106728
49900,49900,World,nuclear,2016,25.712197376129318,25.712197376129318,115567.880105,7464042.84623,76.65540545774634,4.950849926570536,0.0
49901,49901,World,renewables_n_other,2016,59.24526604305957,61.41584950661849,115567.880105,7464042.84623,76.65540545774634,4.950849926570536,0.0
51282,51282,World,all_energy_types,2017,584.2018162974296,578.2452544015486,119854.321707,7548343.78937,77.394701751679,4.874265758439562,34572.38070396
51283,51283,World,coal,2017,164.2355903925062,162.08837741321935,119854.321707,7548343.78937,77.394701751679,4.874265758439562,15514.189322313729
51284,51284,World,natural_gas,2017,137.0509911947091,136.85060050523123,119854.321707,7548343.78937,77.394701751679,4.874265758439562,7023.602020587
51285,51285,World,petroleum_n_other_liquids,2017,195.93670633542715,188.7370598455391,119854.321707,7548343.78937,77.394701751679,4.874265758439562,12034.589361049557
51286,51286,World,nuclear,2017,25.89828117063508,25.89828117063508,119854.321707,7548343.78937,77.394701751679,4.874265758439562,0.0
51287,51287,World,renewables_n_other,2017,62.3964159391521,64.67093546692384,119854.321707,7548343.78937,77.394701751679,4.874265758439562,0.0
52668,52668,World,all_energy_types,2018,597.7365823171332,600.7287295060831,124161.994035,7632247.01155,78.31724804144427,4.81416706426797,35002.900777162
52669,52669,World,coal,2018,165.88969331156548,168.30773445894206,124161.994035,7632247.01155,78.31724804144427,4.81416706426797,15608.517756453744
52670,52670,World,natural_gas,2018,143.8918578857722,144.43914439915687,124161.994035,7632247.01155,78.31724804144427,4.81416706426797,7253.923510471
52671,52671,World,petroleum_n_other_liquids,2018,196.92883215112363,193.0508931904455,124161.994035,7632247.01155,78.31724804144427,4.81416706426797,12140.459510229892
52672,52672,World,nuclear,2018,26.513243556955885,26.513243556955885,124161.994035,7632247.01155,78.31724804144427,4.81416706426797,0.0
52673,52673,World,renewables_n_other,2018,65.84972252771597,68.41771390058283,124161.994035,7632247.01155,78.31724804144427,4.81416706426797,0.0
54054,54054,World,all_energy_types,2019,601.0404899538854,611.5089686476265,127690.247059,7714631.06383,77.90916830382986,4.707019555504277,35584.933497695
54055,54055,World,coal,2019,163.97177585957522,171.84042432282158,127690.247059,7714631.06383,77.90916830382986,4.707019555504277,15773.074340737823
54056,54056,World,natural_gas,2019,146.92339602648022,149.4015884572352,127690.247059,7714631.06383,77.90916830382986,4.707019555504277,7607.936617844
54057,54057,World,petroleum_n_other_liquids,2019,196.07735760722844,192.13455811703943,127690.247059,7714631.06383,77.90916830382986,4.707019555504277,12203.922539102654
54058,54058,World,nuclear,2019,27.65989087153229,27.65989087153229,127690.247059,7714631.06383,77.90916830382986,4.707019555504277,0.0
54059,54059,World,renewables_n_other,2019,67.75897673906928,70.472506878998,127690.247059,7714631.06383,77.90916830382986,4.707019555504277,0.0
